id,skills,location,certification,education,skill_level,work_preference,experience
407,physician,Chicago,BLS,Master,advanced,full-time,7
408,physician,Houston,ACLS,Master,advanced,day shift,8
409,physician,Chicago,PALS,Master,intermediate,full-time,17
410,physician,Chicago,PALS NRP CPR,Master,intermediate,day shift,12
411,physician,Philadelphia,NRP BLS PALS,Master,intermediate,full-time,22
412,physician,New York,CPR,Master,advanced,night shift,17
413,physician,Houston,ACLS NRP PALS CPR BLS,Master,entry-level,part-time,23
414,physician,Philadelphia,NRP PALS CPR BLS,Master,entry-level,night shift,21
415,physician,Houston,PALS NRP,Master,entry-level,part-time,28
416,physician,Los Angeles,ACLS NRP,Master,advanced,night shift,22
417,physician,Philadelphia,BLS ACLS PALS,Master,entry-level,full-time,24
418,physician,Chicago,PALS CPR BLS NRP ACLS,Master,entry-level,part-time,25
419,physician,New York,PALS,Master,intermediate,part-time,1
420,physician,Philadelphia,NRP,Master,advanced,part-time,6
421,physician,Philadelphia,ACLS,Master,advanced,day shift,22
422,physician,Chicago,NRP BLS ACLS CPR PALS,Master,advanced,night shift,2
423,physician,Philadelphia,BLS,Master,intermediate,day shift,23
424,physician,Los Angeles,CPR BLS ACLS,Master,advanced,night shift,5
425,physician,New York,PALS BLS ACLS CPR,Master,intermediate,part-time,22
426,physician,Philadelphia,BLS CPR NRP PALS ACLS,Master,entry-level,night shift,14
427,physician,Houston,CPR PALS,Master,entry-level,night shift,17
428,physician,Houston,CPR NRP PALS,Master,entry-level,full-time,13
429,physician,Philadelphia,ACLS CPR NRP BLS PALS,Master,entry-level,full-time,27
430,physician,Chicago,ACLS PALS,Master,intermediate,day shift,6
431,physician,Houston,CPR PALS BLS ACLS,Master,advanced,day shift,24
432,physician,Philadelphia,PALS BLS,Master,advanced,part-time,2
433,physician,Houston,NRP BLS CPR PALS ACLS,Master,entry-level,full-time,13
434,physician,Houston,PALS,Master,intermediate,full-time,22
435,physician,Philadelphia,NRP,Master,intermediate,full-time,25
436,physician,Houston,BLS CPR NRP ACLS PALS,Master,advanced,night shift,4
437,physician,Los Angeles,CPR NRP BLS ACLS PALS,Master,intermediate,full-time,6
438,physician,New York,BLS NRP PALS CPR ACLS,Master,entry-level,day shift,28
439,physician,Houston,BLS NRP PALS ACLS,Master,intermediate,night shift,23
440,physician,Philadelphia,NRP ACLS PALS,Master,entry-level,part-time,11
441,physician,Houston,NRP ACLS,Master,advanced,part-time,16
442,physician,Chicago,NRP ACLS CPR,Master,entry-level,day shift,23
443,physician,Houston,ACLS BLS PALS CPR,Master,entry-level,full-time,18
444,physician,Los Angeles,BLS ACLS CPR NRP PALS,Master,intermediate,part-time,1
445,physician,Los Angeles,ACLS NRP BLS,Master,advanced,part-time,26
446,physician,Los Angeles,NRP ACLS,Master,advanced,part-time,21
447,physician,New York,NRP BLS CPR PALS ACLS,Master,advanced,night shift,22
448,physician,Philadelphia,BLS CPR PALS,Master,entry-level,full-time,10
449,physician,New York,ACLS BLS PALS NRP CPR,Master,intermediate,day shift,15
450,physician,Los Angeles,BLS CPR PALS NRP,Master,entry-level,day shift,2
451,physician,Los Angeles,CPR,Master,intermediate,full-time,22
452,physician,Chicago,NRP PALS ACLS BLS CPR,Master,entry-level,full-time,3
453,physician,Los Angeles,CPR PALS ACLS BLS,Master,entry-level,full-time,15
454,physician,Chicago,ACLS BLS NRP,Master,advanced,night shift,26
455,physician,Philadelphia,CPR,Master,intermediate,day shift,1
456,physician,Philadelphia,BLS,Master,advanced,night shift,10
457,physician,New York,PALS CPR NRP ACLS BLS,Master,entry-level,night shift,13
458,physician,Los Angeles,NRP ACLS,Master,advanced,day shift,16
459,physician,Los Angeles,ACLS,Master,entry-level,day shift,11
460,physician,Chicago,CPR,Master,intermediate,day shift,22
461,physician,Philadelphia,NRP BLS CPR,Master,entry-level,night shift,18
462,physician,Los Angeles,NRP CPR PALS,Master,entry-level,night shift,6
463,physician,Houston,NRP,Master,advanced,day shift,2
464,physician,New York,PALS BLS NRP,Master,intermediate,day shift,16
465,physician,Philadelphia,NRP CPR PALS,Master,entry-level,day shift,24
466,physician,Chicago,ACLS PALS,Master,advanced,night shift,19
467,physician,Los Angeles,PALS CPR ACLS,Master,entry-level,full-time,14
468,physician,Houston,NRP BLS ACLS CPR,Master,entry-level,part-time,26
469,physician,Los Angeles,ACLS PALS CPR,Master,advanced,day shift,22
470,physician,Houston,PALS BLS CPR,Master,intermediate,part-time,10
471,physician,Philadelphia,CPR ACLS,Master,entry-level,night shift,25
472,physician,Houston,BLS,Master,entry-level,full-time,2
473,physician,Houston,CPR PALS ACLS BLS NRP,Master,intermediate,night shift,9
474,physician,Chicago,BLS PALS CPR ACLS,Master,advanced,night shift,29
475,physician,Houston,BLS PALS NRP CPR ACLS,Master,advanced,part-time,16
476,physician,Los Angeles,BLS ACLS PALS NRP,Master,intermediate,part-time,3
477,physician,Los Angeles,PALS,Master,advanced,day shift,23
478,physician,Los Angeles,PALS NRP ACLS CPR BLS,Master,advanced,part-time,27
479,physician,Chicago,BLS PALS ACLS CPR NRP,Master,advanced,part-time,13
480,physician,Chicago,ACLS,Master,advanced,full-time,20
481,physician,New York,CPR NRP PALS BLS ACLS,Master,entry-level,day shift,17
482,physician,Los Angeles,NRP PALS CPR,Master,advanced,night shift,11
483,physician,Chicago,PALS CPR ACLS NRP BLS,Master,entry-level,day shift,28
484,physician,Houston,NRP CPR ACLS,Master,intermediate,day shift,29
485,physician,Chicago,BLS ACLS PALS,Master,entry-level,full-time,2
486,physician,Los Angeles,BLS PALS ACLS NRP,Master,entry-level,night shift,13
487,physician,Houston,NRP,Master,intermediate,night shift,29
488,physician,Houston,BLS PALS CPR ACLS,Master,entry-level,part-time,2
489,physician,New York,NRP CPR PALS ACLS,Master,entry-level,part-time,21
490,physician,Chicago,ACLS NRP BLS PALS CPR,Master,advanced,full-time,22
491,physician,Philadelphia,CPR BLS ACLS PALS,Master,entry-level,day shift,26
492,physician,Chicago,BLS NRP PALS CPR ACLS,Master,advanced,part-time,24
493,physician,Chicago,NRP,Master,entry-level,night shift,24
494,physician,Philadelphia,PALS CPR,Master,entry-level,full-time,14
495,physician,Chicago,CPR BLS ACLS PALS NRP,Master,entry-level,part-time,28
496,physician,New York,CPR NRP BLS PALS,Master,advanced,full-time,23
497,physician,Chicago,ACLS NRP,Master,intermediate,day shift,11
498,physician,Chicago,PALS NRP,Master,entry-level,day shift,30
499,physician,Chicago,BLS PALS,Master,intermediate,day shift,27
500,physician,Los Angeles,NRP BLS CPR ACLS,Master,intermediate,night shift,21
501,physician,Houston,CPR BLS,Master,entry-level,day shift,27
502,physician,Los Angeles,ACLS,Master,advanced,part-time,7
503,physician,Philadelphia,BLS NRP,Master,intermediate,full-time,16
504,physician,Houston,ACLS PALS,Master,intermediate,part-time,19
505,physician,Chicago,ACLS CPR BLS,Master,entry-level,day shift,23
506,physician,Philadelphia,BLS PALS,Master,advanced,day shift,24
507,physician,Los Angeles,PALS NRP BLS,Master,intermediate,night shift,5
508,physician,Los Angeles,ACLS BLS NRP CPR,Master,entry-level,night shift,8
509,physician,Los Angeles,NRP CPR ACLS,Master,advanced,night shift,14
510,physician,Philadelphia,PALS CPR,Master,entry-level,part-time,1
511,physician,Houston,PALS ACLS CPR,Master,entry-level,day shift,2
512,physician,Houston,CPR,Master,entry-level,night shift,26
513,physician,Los Angeles,BLS PALS ACLS CPR,Master,entry-level,night shift,11
514,physician,New York,NRP,Master,intermediate,night shift,26
515,physician,Philadelphia,NRP BLS ACLS PALS,Master,advanced,full-time,1
516,physician,Chicago,CPR NRP,Master,advanced,full-time,28
517,physician,Los Angeles,NRP BLS PALS,Master,intermediate,night shift,16
518,physician,New York,BLS ACLS PALS NRP CPR,Master,entry-level,part-time,2
519,physician,Chicago,NRP CPR ACLS,Master,intermediate,full-time,2
520,physician,Los Angeles,CPR PALS BLS,Master,entry-level,full-time,25
521,physician,Philadelphia,PALS BLS ACLS,Master,intermediate,part-time,30
522,physician,Houston,ACLS NRP CPR PALS,Master,intermediate,night shift,29
523,physician,Philadelphia,CPR PALS ACLS BLS,Master,entry-level,full-time,13
524,physician,Philadelphia,CPR NRP ACLS BLS,Master,entry-level,part-time,1
525,physician,New York,PALS,Master,entry-level,night shift,1
526,physician,Chicago,ACLS CPR PALS NRP BLS,Master,intermediate,full-time,6
527,physician,Chicago,NRP BLS PALS CPR,Master,advanced,day shift,11
528,physician,Chicago,ACLS NRP,Master,advanced,night shift,27
529,physician,Houston,ACLS CPR NRP BLS PALS,Master,advanced,day shift,3
530,physician,Chicago,NRP PALS CPR ACLS BLS,Master,advanced,night shift,6
531,physician,Los Angeles,CPR NRP BLS ACLS,Master,entry-level,full-time,11
532,physician,Los Angeles,ACLS,Master,intermediate,day shift,24
533,physician,Chicago,CPR ACLS BLS PALS,Master,advanced,day shift,23
534,physician,Los Angeles,BLS NRP PALS CPR,Master,entry-level,night shift,14
535,physician,New York,NRP ACLS,Master,advanced,part-time,1
536,physician,New York,PALS BLS CPR NRP,Master,entry-level,day shift,5
537,physician,New York,NRP PALS ACLS,Master,entry-level,part-time,1
538,physician,Houston,ACLS NRP BLS PALS CPR,Master,advanced,full-time,29
539,physician,Philadelphia,ACLS CPR,Master,advanced,part-time,13
540,physician,Houston,BLS CPR PALS NRP ACLS,Master,advanced,full-time,15
541,physician,New York,BLS NRP CPR ACLS,Master,intermediate,full-time,9
542,physician,Los Angeles,BLS NRP ACLS,Master,intermediate,night shift,19
543,physician,Houston,BLS,Master,advanced,full-time,18
544,physician,Houston,CPR NRP,Master,advanced,night shift,28
545,physician,Philadelphia,ACLS PALS CPR NRP,Master,intermediate,full-time,5
546,physician,Philadelphia,BLS ACLS CPR NRP,Master,intermediate,full-time,12
547,physician,Chicago,BLS,Master,intermediate,night shift,24
548,physician,Philadelphia,CPR PALS BLS ACLS,Master,intermediate,day shift,30
549,physician,New York,NRP PALS BLS,Master,intermediate,night shift,13
550,physician,Chicago,BLS ACLS,Master,intermediate,part-time,19
551,physician,Philadelphia,NRP PALS ACLS,Master,intermediate,full-time,28
552,physician,New York,NRP CPR,Master,advanced,part-time,5
553,physician,Houston,NRP CPR ACLS,Master,intermediate,day shift,16
554,physician,Houston,PALS,Master,entry-level,part-time,16
555,physician,New York,BLS ACLS PALS,Master,entry-level,part-time,3
556,physician,New York,NRP PALS ACLS CPR,Master,entry-level,night shift,14
557,physician,Los Angeles,CPR PALS NRP BLS ACLS,Master,advanced,part-time,10
558,physician,Houston,NRP PALS BLS,Master,entry-level,day shift,23
559,physician,New York,BLS,Master,intermediate,night shift,28
560,physician,New York,BLS ACLS NRP PALS,Master,entry-level,full-time,14
561,physician,Houston,PALS BLS NRP ACLS,Master,entry-level,full-time,10
562,physician,Philadelphia,NRP,Master,advanced,part-time,13
563,physician,Philadelphia,CPR BLS PALS,Master,entry-level,part-time,13
564,physician,Los Angeles,BLS PALS,Master,entry-level,part-time,14
565,physician,Houston,NRP BLS CPR PALS ACLS,Master,advanced,day shift,19
566,physician,Los Angeles,CPR ACLS,Master,advanced,part-time,26
567,physician,New York,NRP,Master,entry-level,full-time,28
568,physician,Philadelphia,NRP BLS,Master,intermediate,part-time,2
569,physician,Chicago,BLS NRP PALS,Master,entry-level,part-time,22
570,physician,Chicago,CPR,Master,entry-level,day shift,9
571,physician,Philadelphia,CPR,Master,entry-level,night shift,16
572,physician,Philadelphia,ACLS PALS BLS CPR,Master,advanced,day shift,19
573,physician,New York,CPR PALS NRP BLS ACLS,Master,entry-level,day shift,3
574,physician,Los Angeles,NRP CPR ACLS,Master,advanced,day shift,17
575,physician,Chicago,PALS NRP CPR ACLS,Master,advanced,day shift,17
576,physician,Philadelphia,ACLS PALS CPR,Master,intermediate,full-time,13
577,physician,Houston,PALS BLS CPR,Master,advanced,part-time,29
578,physician,Houston,BLS PALS ACLS NRP CPR,Master,entry-level,day shift,12
579,physician,Houston,PALS ACLS,Master,entry-level,day shift,16
580,physician,New York,NRP,Master,advanced,part-time,4
581,physician,Chicago,ACLS,Master,advanced,night shift,9
582,physician,Philadelphia,BLS ACLS,Master,entry-level,part-time,19
583,physician,Philadelphia,PALS,Master,entry-level,part-time,9
584,physician,Chicago,ACLS,Master,intermediate,full-time,28
585,physician,Chicago,NRP PALS CPR BLS,Master,advanced,day shift,17
586,physician,Chicago,NRP PALS BLS CPR ACLS,Master,entry-level,part-time,4
587,physician,Los Angeles,ACLS NRP BLS PALS CPR,Master,intermediate,night shift,6
588,physician,Houston,CPR BLS PALS NRP ACLS,Master,intermediate,night shift,17
589,physician,New York,BLS ACLS NRP PALS,Master,intermediate,day shift,12
590,physician,Los Angeles,BLS CPR NRP ACLS,Master,advanced,part-time,27
591,physician,Los Angeles,ACLS NRP PALS BLS,Master,intermediate,full-time,19
592,physician,New York,ACLS,Master,advanced,full-time,12
593,physician,Chicago,CPR,Master,advanced,part-time,21
594,physician,Houston,BLS NRP ACLS,Master,entry-level,day shift,11
595,physician,Los Angeles,PALS ACLS BLS NRP CPR,Master,intermediate,day shift,11
596,physician,New York,NRP BLS ACLS,Master,entry-level,day shift,1
597,physician,Los Angeles,CPR ACLS BLS,Master,advanced,full-time,6
598,physician,New York,BLS,Master,advanced,day shift,17
599,physician,Chicago,BLS,Master,entry-level,night shift,4
600,physician,Los Angeles,BLS PALS ACLS CPR,Master,advanced,night shift,27
601,physician,Houston,BLS ACLS PALS,Master,entry-level,part-time,19
602,physician,New York,BLS PALS CPR,Master,entry-level,full-time,15
603,physician,New York,CPR BLS NRP ACLS,Master,advanced,part-time,18
604,physician,Houston,PALS ACLS NRP CPR BLS,Master,intermediate,part-time,28
605,physician,New York,PALS NRP CPR ACLS BLS,Master,advanced,night shift,13
606,physician,Houston,NRP PALS CPR BLS,Master,advanced,full-time,17
607,physician,Chicago,BLS NRP ACLS CPR PALS,Master,intermediate,night shift,29
608,physician,Chicago,NRP PALS CPR BLS,Master,intermediate,part-time,12
609,physician,Los Angeles,PALS BLS,Master,entry-level,night shift,14
610,physician,Houston,CPR,Master,advanced,night shift,7
611,physician,Philadelphia,NRP BLS,Master,intermediate,night shift,14
612,physician,Philadelphia,PALS BLS NRP CPR ACLS,Master,intermediate,night shift,9
613,physician,Philadelphia,NRP ACLS CPR BLS,Master,entry-level,day shift,2
614,physician,Houston,NRP PALS ACLS,Master,advanced,full-time,22
615,physician,New York,NRP BLS ACLS,Master,advanced,night shift,20
616,physician,Chicago,ACLS BLS,Master,entry-level,night shift,2
617,physician,New York,NRP CPR,Master,entry-level,night shift,7
618,physician,Los Angeles,CPR BLS ACLS PALS NRP,Master,intermediate,part-time,10
619,physician,Chicago,NRP ACLS CPR,Master,intermediate,night shift,18
620,physician,Philadelphia,NRP CPR BLS ACLS PALS,Master,entry-level,full-time,7
621,physician,Los Angeles,PALS CPR,Master,advanced,night shift,14
622,physician,Los Angeles,NRP,Master,intermediate,night shift,19
623,physician,Houston,BLS NRP CPR ACLS PALS,Master,advanced,night shift,2
624,physician,Philadelphia,BLS,Master,advanced,part-time,21
625,physician,Los Angeles,CPR NRP PALS ACLS,Master,entry-level,full-time,12
626,physician,Houston,NRP CPR PALS BLS ACLS,Master,intermediate,part-time,30
627,physician,Chicago,CPR PALS,Master,intermediate,part-time,15
628,physician,Philadelphia,CPR BLS PALS NRP,Master,intermediate,full-time,7
629,physician,Chicago,NRP CPR BLS,Master,intermediate,part-time,16
630,physician,New York,PALS NRP BLS,Master,intermediate,full-time,20
631,physician,New York,ACLS PALS,Master,entry-level,night shift,21
632,physician,New York,CPR PALS NRP,Master,intermediate,night shift,4
633,physician,Philadelphia,CPR,Master,entry-level,day shift,9
634,physician,Houston,BLS ACLS NRP CPR,Master,entry-level,part-time,11
635,physician,Houston,CPR ACLS PALS,Master,advanced,full-time,17
636,physician,Houston,CPR BLS,Master,advanced,day shift,24
637,physician,Philadelphia,BLS PALS ACLS CPR,Master,intermediate,day shift,10
638,physician,New York,BLS,Master,advanced,part-time,2
639,physician,Philadelphia,PALS BLS,Master,entry-level,full-time,29
640,physician,Chicago,ACLS PALS BLS NRP,Master,entry-level,day shift,27
641,physician,New York,NRP CPR ACLS PALS,Master,intermediate,day shift,9
642,physician,Los Angeles,PALS,Master,intermediate,night shift,8
643,physician,Los Angeles,PALS NRP ACLS BLS,Master,entry-level,night shift,23
644,physician,New York,NRP,Master,intermediate,full-time,22
645,physician,Chicago,NRP BLS ACLS CPR PALS,Master,intermediate,full-time,8
646,physician,New York,BLS ACLS CPR,Master,advanced,part-time,4
647,physician,Houston,NRP PALS ACLS BLS,Master,advanced,day shift,20
648,physician,Philadelphia,BLS CPR PALS ACLS,Master,intermediate,day shift,14
649,physician,Houston,CPR NRP,Master,entry-level,full-time,10
650,physician,Chicago,CPR BLS PALS ACLS NRP,Master,advanced,part-time,25
651,physician,Los Angeles,CPR PALS,Master,intermediate,day shift,28
652,physician,New York,BLS CPR,Master,advanced,day shift,3
653,physician,Houston,ACLS BLS,Master,intermediate,part-time,10
654,physician,Los Angeles,BLS CPR NRP,Master,entry-level,part-time,12
655,physician,Philadelphia,BLS NRP ACLS CPR PALS,Master,entry-level,night shift,11
656,physician,New York,BLS NRP ACLS CPR,Master,advanced,part-time,5
657,physician,Los Angeles,CPR,Master,entry-level,night shift,16
658,physician,Philadelphia,ACLS BLS NRP,Master,intermediate,night shift,26
659,physician,Chicago,NRP ACLS PALS,Master,intermediate,full-time,28
660,physician,New York,PALS BLS,Master,intermediate,part-time,9
661,physician,Los Angeles,CPR BLS NRP ACLS PALS,Master,advanced,full-time,24
662,physician,Philadelphia,PALS BLS NRP ACLS CPR,Master,advanced,day shift,5
663,physician,Houston,PALS CPR BLS,Master,intermediate,full-time,8
664,physician,Houston,CPR NRP BLS ACLS,Master,advanced,night shift,30
665,physician,Chicago,BLS CPR ACLS PALS NRP,Master,intermediate,day shift,26
666,physician,Chicago,ACLS CPR PALS,Master,entry-level,part-time,13
667,physician,New York,PALS BLS NRP,Master,advanced,night shift,21
668,physician,New York,PALS,Master,advanced,part-time,21
669,physician,New York,BLS NRP CPR PALS,Master,entry-level,full-time,4
670,physician,Houston,ACLS NRP BLS PALS CPR,Master,entry-level,day shift,29
671,physician,Houston,NRP ACLS,Master,entry-level,night shift,24
672,physician,Houston,CPR NRP ACLS,Master,advanced,day shift,16
673,physician,Philadelphia,CPR NRP ACLS,Master,advanced,full-time,16
674,physician,Philadelphia,ACLS CPR BLS PALS,Master,intermediate,day shift,28
675,physician,Chicago,PALS ACLS CPR BLS NRP,Master,entry-level,night shift,29
676,physician,Philadelphia,BLS CPR PALS NRP ACLS,Master,advanced,part-time,6
677,physician,Houston,ACLS CPR NRP,Master,advanced,night shift,10
678,physician,New York,ACLS,Master,intermediate,night shift,8
679,physician,Philadelphia,PALS ACLS NRP,Master,intermediate,full-time,19
680,physician,Chicago,BLS CPR ACLS NRP PALS,Master,intermediate,full-time,3
681,physician,Chicago,NRP CPR ACLS PALS BLS,Master,intermediate,night shift,12
682,physician,Philadelphia,ACLS NRP PALS BLS CPR,Master,advanced,day shift,17
683,physician,Chicago,BLS,Master,entry-level,day shift,1
684,physician,Chicago,NRP ACLS,Master,advanced,day shift,11
685,physician,Houston,NRP,Master,intermediate,night shift,4
686,physician,Chicago,PALS ACLS BLS NRP,Master,entry-level,part-time,3
687,physician,Philadelphia,PALS CPR NRP ACLS BLS,Master,entry-level,night shift,28
688,physician,New York,ACLS BLS,Master,advanced,night shift,5
689,physician,Chicago,BLS,Master,advanced,day shift,23
690,physician,New York,BLS,Master,entry-level,night shift,21
691,physician,Chicago,CPR BLS,Master,advanced,part-time,27
692,physician,New York,PALS,Master,intermediate,night shift,28
693,physician,Los Angeles,CPR BLS,Master,advanced,day shift,11
694,physician,Houston,ACLS NRP,Master,intermediate,night shift,29
695,physician,Philadelphia,PALS NRP,Master,entry-level,night shift,14
696,physician,Houston,NRP ACLS PALS BLS CPR,Master,advanced,full-time,22
697,physician,Philadelphia,PALS CPR ACLS NRP BLS,Master,entry-level,night shift,17
698,physician,Los Angeles,PALS NRP CPR,Master,intermediate,day shift,9
699,physician,New York,ACLS NRP,Master,intermediate,full-time,29
700,physician,Los Angeles,ACLS NRP BLS CPR PALS,Master,advanced,night shift,24
701,physician,Chicago,BLS ACLS NRP,Master,intermediate,full-time,10
702,physician,Philadelphia,BLS,Master,advanced,night shift,6
703,physician,New York,NRP,Master,intermediate,day shift,20
704,physician,New York,ACLS BLS PALS,Master,intermediate,part-time,17
705,physician,Philadelphia,CPR,Master,entry-level,night shift,10
706,physician,Houston,BLS,Master,entry-level,part-time,25
707,physician,New York,NRP,Master,advanced,day shift,8
708,physician,Houston,PALS NRP BLS,Master,entry-level,part-time,9
709,physician,New York,PALS NRP ACLS BLS,Master,entry-level,full-time,7
710,physician,Houston,BLS NRP CPR ACLS PALS,Master,entry-level,full-time,8
711,physician,New York,BLS NRP PALS ACLS CPR,Master,intermediate,part-time,11
712,physician,Los Angeles,NRP ACLS CPR BLS PALS,Master,intermediate,part-time,9
713,physician,New York,NRP,Master,advanced,day shift,2
714,physician,Philadelphia,ACLS CPR,Master,advanced,part-time,16
715,physician,Philadelphia,ACLS NRP,Master,advanced,full-time,18
716,physician,Chicago,ACLS CPR PALS NRP,Master,entry-level,night shift,25
717,physician,Los Angeles,PALS BLS ACLS,Master,advanced,full-time,18
718,physician,Los Angeles,PALS ACLS,Master,intermediate,full-time,15
719,physician,New York,PALS BLS CPR NRP,Master,advanced,part-time,20
720,physician,Los Angeles,CPR NRP BLS,Master,entry-level,full-time,18
721,physician,Philadelphia,ACLS NRP,Master,advanced,night shift,15
722,physician,Los Angeles,CPR,Master,intermediate,full-time,20
723,physician,Los Angeles,NRP BLS,Master,advanced,day shift,25
724,physician,Los Angeles,PALS ACLS CPR,Master,intermediate,full-time,22
725,physician,Los Angeles,BLS ACLS,Master,intermediate,part-time,19
726,physician,Houston,PALS BLS,Master,entry-level,night shift,11
727,physician,New York,CPR ACLS BLS NRP,Master,advanced,part-time,9
728,physician,Chicago,CPR,Master,advanced,part-time,1
729,physician,Houston,CPR NRP ACLS,Master,intermediate,full-time,7
730,physician,Philadelphia,ACLS NRP CPR PALS BLS,Master,intermediate,part-time,9
731,physician,New York,PALS NRP ACLS CPR,Master,advanced,part-time,25
732,physician,Houston,ACLS PALS BLS CPR NRP,Master,intermediate,day shift,25
733,physician,Philadelphia,ACLS CPR NRP BLS,Master,intermediate,full-time,15
734,physician,Houston,PALS,Master,advanced,full-time,30
735,physician,Chicago,NRP ACLS CPR,Master,advanced,full-time,30
736,physician,New York,CPR ACLS,Master,intermediate,day shift,23
737,physician,Philadelphia,PALS BLS CPR,Master,intermediate,full-time,26
738,physician,Philadelphia,ACLS NRP BLS PALS,Master,entry-level,part-time,19
739,physician,Philadelphia,PALS CPR NRP,Master,advanced,night shift,29
740,physician,Houston,NRP PALS ACLS CPR,Master,advanced,part-time,12
741,physician,Philadelphia,CPR ACLS,Master,intermediate,day shift,8
742,physician,New York,PALS,Master,advanced,day shift,27
743,physician,Los Angeles,BLS PALS NRP,Master,intermediate,day shift,23
744,physician,Philadelphia,ACLS CPR,Master,entry-level,day shift,18
745,physician,Chicago,PALS NRP CPR BLS ACLS,Master,intermediate,day shift,21
746,physician,Houston,PALS BLS ACLS,Master,intermediate,part-time,10
747,physician,Houston,PALS BLS NRP CPR ACLS,Master,intermediate,day shift,7
748,physician,Houston,CPR ACLS NRP,Master,intermediate,day shift,20
749,physician,New York,NRP CPR,Master,entry-level,night shift,28
750,physician,Los Angeles,CPR,Master,advanced,full-time,17
751,physician,Chicago,NRP CPR,Master,entry-level,full-time,6
752,physician,New York,PALS CPR NRP ACLS,Master,intermediate,part-time,3
753,physician,Houston,BLS PALS ACLS CPR,Master,intermediate,part-time,7
754,physician,Chicago,NRP CPR,Master,entry-level,night shift,13
755,physician,Chicago,CPR ACLS NRP,Master,entry-level,full-time,3
756,physician,New York,PALS,Master,advanced,day shift,7
757,physician,Los Angeles,ACLS CPR NRP PALS BLS,Master,intermediate,night shift,4
758,physician,Chicago,BLS NRP,Master,intermediate,night shift,1
759,physician,Philadelphia,ACLS,Master,advanced,night shift,22
760,physician,Houston,NRP,Master,intermediate,day shift,11
761,physician,Chicago,CPR,Master,intermediate,part-time,30
762,physician,Houston,ACLS NRP CPR PALS BLS,Master,advanced,day shift,21
763,physician,Philadelphia,BLS PALS CPR NRP ACLS,Master,advanced,night shift,4
764,physician,Houston,CPR PALS ACLS BLS NRP,Master,intermediate,night shift,30
765,physician,Houston,ACLS CPR NRP PALS BLS,Master,advanced,part-time,9
766,physician,New York,PALS BLS CPR,Master,intermediate,night shift,28
767,physician,Houston,PALS,Master,advanced,day shift,2
768,physician,Chicago,ACLS CPR BLS NRP,Master,advanced,part-time,4
769,physician,Chicago,BLS,Master,intermediate,night shift,6
770,physician,New York,CPR PALS ACLS BLS NRP,Master,intermediate,part-time,7
771,physician,Houston,NRP ACLS,Master,advanced,day shift,30
772,physician,New York,CPR NRP ACLS,Master,entry-level,part-time,8
773,physician,Houston,BLS,Master,intermediate,full-time,17
774,physician,New York,PALS,Master,intermediate,full-time,9
775,physician,Los Angeles,CPR ACLS BLS,Master,entry-level,part-time,25
776,physician,New York,NRP CPR BLS ACLS,Master,intermediate,night shift,10
777,physician,New York,ACLS CPR PALS,Master,intermediate,night shift,25
778,physician,Los Angeles,NRP,Master,intermediate,night shift,16
779,physician,Chicago,NRP,Master,intermediate,part-time,2
780,physician,Chicago,ACLS,Master,entry-level,night shift,7
781,physician,Los Angeles,NRP CPR PALS BLS ACLS,Master,entry-level,day shift,17
782,physician,New York,BLS,Master,entry-level,day shift,15
783,physician,Philadelphia,ACLS PALS CPR,Master,intermediate,day shift,26
784,physician,Los Angeles,NRP ACLS PALS CPR,Master,advanced,day shift,29
785,physician,Los Angeles,BLS CPR PALS NRP,Master,entry-level,day shift,2
786,physician,Houston,CPR NRP BLS ACLS PALS,Master,entry-level,full-time,6
787,physician,Los Angeles,PALS,Master,advanced,full-time,14
788,physician,Philadelphia,CPR ACLS NRP,Master,intermediate,night shift,17
789,physician,Philadelphia,BLS,Master,intermediate,full-time,26
790,physician,Houston,NRP,Master,advanced,day shift,30
791,physician,New York,CPR,Master,advanced,part-time,23
792,physician,New York,CPR PALS ACLS NRP,Master,advanced,day shift,20
793,physician,Chicago,PALS CPR,Master,intermediate,day shift,7
794,physician,Chicago,NRP BLS,Master,intermediate,part-time,23
795,physician,Philadelphia,CPR BLS PALS ACLS,Master,advanced,night shift,1
796,physician,Los Angeles,ACLS BLS CPR NRP,Master,advanced,night shift,7
797,physician,Houston,BLS PALS ACLS,Master,advanced,full-time,14
798,physician,Chicago,NRP BLS ACLS PALS CPR,Master,intermediate,day shift,29
799,physician,Houston,NRP PALS BLS,Master,intermediate,full-time,17
800,physician,Los Angeles,NRP PALS CPR,Master,entry-level,day shift,23
801,physician,Philadelphia,BLS PALS ACLS NRP,Master,entry-level,night shift,28
802,physician,Philadelphia,NRP CPR PALS ACLS,Master,advanced,part-time,11
803,physician,Los Angeles,ACLS,Master,entry-level,night shift,25
804,physician,Los Angeles,BLS,Master,entry-level,part-time,29
805,physician,Chicago,NRP PALS,Master,intermediate,day shift,3
806,physician,Los Angeles,NRP,Master,intermediate,part-time,13
807,physician,Houston,PALS,Master,intermediate,part-time,27
808,physician,Philadelphia,CPR NRP PALS,Master,advanced,full-time,27
809,physician,Chicago,BLS NRP,Master,entry-level,night shift,25
810,physician,Philadelphia,BLS PALS NRP ACLS CPR,Master,advanced,night shift,11
811,physician,Chicago,BLS NRP,Master,intermediate,day shift,23
812,physician,Philadelphia,PALS,Master,intermediate,night shift,10
813,physician,Los Angeles,CPR,Master,intermediate,day shift,11
